datetime,open,high,low,close,volume,symbol
2024-10-30,231.09197226998216,231.94636045913163,228.05194445904854,228.59835815429688,47070900,AAPL
2024-10-31,227.84332326136388,228.33013097812315,223.89923027313517,224.4357147216797,64370100,AAPL
2024-11-01,219.5279346472888,223.87935529424118,218.83250593091054,221.4552764892578,65276700,AAPL
2024-11-04,219.54779428408165,221.33603510883145,218.27614895309117,220.56112670898438,44944500,AAPL
2024-11-05,220.3525342324639,222.48849724939907,219.69683776020295,221.99176025390625,28111300,AAPL
2024-11-06,221.15722727351368,224.59465366535846,219.7464961432124,221.26651000976562,54561100,AAPL
2024-11-07,223.16406118155706,226.39285156162418,223.10445516924474,225.99545288085938,42137700,AAPL
2024-11-08,225.9357792784742,227.4176895436531,225.17991383614745,225.7269287109375,38328800,AAPL
2024-11-11,223.77757009002366,224.47376393957063,220.29658566640109,223.01174926757812,42005600,AAPL
2024-11-12,223.33001798502116,224.36436096493557,222.14648085284745,223.01174926757812,40398300,AAPL
2024-11-13,222.79294167641658,225.4185978724207,221.54973296285615,223.89691162109375,48566200,AAPL
2024-11-14,223.79747584076947,227.62654977508777,223.77758025105393,226.98008728027344,44923900,AAPL
2024-11-15,225.16996034674554,225.68713943052106,223.0515429787679,223.77757263183594,47923700,AAPL
2024-11-18,224.0262188410909,228.49183017609323,223.94665165924164,226.7811737060547,44633700,AAPL
2024-11-19,225.7467938634959,228.90952454109907,225.42854034251505,227.03973388671875,36211800,AAPL
2024-11-20,226.82093350733243,228.68076882556113,224.66272507245372,227.75582885742188,35169600,AAPL
2024-11-21,227.63651765548505,228.90956230117874,224.4837418395179,227.27847290039062,42108300,AAPL
2024-11-22,226.82094518602503,229.46649702017746,226.82094518602503,228.62110900878906,38168300,AAPL
2024-11-25,230.2024695182051,231.982737654973,228.4918131754458,231.60479736328125,90152800,AAPL
2024-11-26,232.06231657216094,234.29015208323423,232.06231657216094,233.7829132080078,45986200,AAPL
2024-11-27,233.19610269434173,234.4094755286879,232.5396848968981,233.65359497070312,33498400,AAPL
2024-11-29,233.53426018813377,236.51796100091357,232.69882760276832,236.0405731201172,28481400,AAPL
2024-12-02,235.9809120539101,239.4817769036961,235.8715090788613,238.28829956054688,48137100,AAPL
2024-12-03,238.5070985351772,241.44106801091166,237.60203896586935,241.3316650390625,38861000,AAPL
2024-12-04,241.55047375645148,242.78374225546824,239.9392801306149,241.68971252441406,44383900,AAPL
2024-12-05,242.6644095132275,243.21140922639395,240.81451427308068,241.7195587158203,40033900,AAPL
2024-12-06,241.59025685240857,243.30091318780651,240.76476447856876,241.5206298828125,36870600,AAPL
2024-12-09,240.516140724136,245.89675186527563,240.43657354260168,245.40940856933594,44649200,AAPL
2024-12-10,245.54863486606115,246.86147053083658,244.00705305092782,246.42385864257812,36914800,AAPL
2024-12-11,246.61283253090062,249.43739908317045,244.92205654138039,245.15081787109375,45205800,AAPL
2024-12-12,245.54865996903848,247.388615093895,244.3452271532981,246.61285400390625,32777500,AAPL
2024-12-13,246.47359279661413,247.9355922748061,244.90217516923994,246.7819061279297,33155300,AAPL
2024-12-16,246.64268436980004,250.01426601000418,246.30452004436617,249.6761016845703,51694800,AAPL
2024-12-17,248.72130738305802,252.45093348613432,248.42293425963442,252.1028289794922,51356400,AAPL
2024-12-18,250.79000225751088,252.89847930582897,246.39401822090946,246.70233154296875,56774100,AAPL
2024-12-19,246.15530978567995,250.63086087269232,245.74753371109492,248.432861328125,60882300,AAPL
2024-12-20,246.69240643268387,253.61459983498276,244.35518295150268,253.1073760986328,147495300,AAPL
2024-12-23,253.38583418491564,254.26104280923545,252.07299848460428,253.88311767578125,40858800,AAPL
2024-12-24,254.101957652135,256.80716624287646,253.90303208844082,256.7972412109375,23234700,AAPL
2024-12-26,256.78725468311694,258.6868812844183,256.23029959445824,257.61273193359375,27237100,AAPL
2024-12-27,256.42919055718573,257.29448932345014,251.68511699924173,254.2013702392578,42355300,AAPL
2024-12-30,250.85962400320443,252.1227283114492,249.38766912858338,250.8297882080078,35557500,AAPL
2024-12-31,251.0684930674946,251.90392569582917,248.07483671879714,249.05946350097656,39480700,AAPL
2025-01-02,247.57754859678104,247.74663833648884,240.50619200781614,242.52516174316406,55740700,AAPL
2025-01-03,242.03781127929688,242.853348279154,240.57579666249651,242.03781127929688,40244100,AAPL
2025-01-06,242.98266113735735,245.98625772407811,241.87869116125097,243.66891479492188,45045600,AAPL
2025-01-07,241.6598944370817,244.21593900697974,240.03876048613398,240.8940887451172,40856000,AAPL
2025-01-08,240.6056476428208,242.38593107741448,238.74581220273618,241.38140869140625,37628900,AAPL
2025-01-10,238.70602211575698,238.85521627248303,231.73411285331812,235.56320190429688,61710900,AAPL
2025-01-13,232.26124214226888,233.39504797306242,228.4719441071402,233.1265106201172,49630700,AAPL
2025-01-14,233.47460320476435,234.8371551382162,231.20699165927476,232.01258850097656,39435300,AAPL
2025-01-15,233.36518970349533,237.66172623332486,233.15632396556444,236.57763671875,39832000,AAPL
2025-01-16,236.06047699847062,236.7168796666606,226.79110553013876,227.0198516845703,71759100,AAPL
2025-01-17,230.85888730040747,231.0279618693864,227.2386640256131,228.7305145263672,68488300,AAPL
2025-01-21,222.78301644137267,223.20073277609362,218.18812158355374,221.43040466308594,98070400,AAPL
2025-01-22,218.59587812819439,222.9023551356524,218.59587812819439,222.6139373779297,64126500,AAPL
2025-01-23,223.51898889751178,225.7965406078772,221.09224303438072,222.44485473632812,60234800,AAPL
2025-01-24,223.55875977197638,224.4041477572621,220.2070739772995,221.5696258544922,54697900,AAPL
2025-01-27,222.80290778981754,230.888727332658,222.76311661057002,228.61117553710938,94863400,AAPL
2025-01-28,229.5957855991,238.88503723433337,229.55599442275542,236.96551513671875,75707600,AAPL
2025-01-29,232.84800364416722,238.5568232574634,232.73860067537262,238.05953979492188,45486100,AAPL
2025-01-30,237.37329797187644,239.48177510143526,235.9212386876704,236.29916381835938,55658300,AAPL
2025-01-31,245.84699474947953,245.84699474947953,232.1716998572169,234.71778869628906,100959800,AAPL
2025-02-03,228.7404632470789,230.5704628324937,224.47376244068877,226.77120971679688,73063300,AAPL
2025-02-04,226.01533721300711,231.8633956790269,225.4185909783935,231.53518676757812,45067300,AAPL
2025-02-05,227.2883891710869,231.4058958330951,227.0298072213747,231.2069854736328,39620300,AAPL
2025-02-06,230.03338922164468,232.5297620441898,229.17806101517482,231.95291137695312,29925300,AAPL
2025-02-07,231.33627899238985,232.72866665415378,226.0252799376335,226.39328002929688,39707200,AAPL
2025-02-10,228.57377553913867,229.58933825388894,226.21404995469493,226.66209411621094,33115600,AAPL
2025-02-11,227.2097022258532,234.20919368357846,227.140013897382,231.6105194091797,53718400,AAPL
2025-02-12,230.19670873650108,235.93172304376256,229.67896101319025,235.84210205078125,45243300,AAPL
2025-02-13,235.88194100703416,241.28837041996871,234.54775953627293,240.4818878173828,53614100,AAPL
2025-02-14,240.203075232316,244.48441805735465,239.9442089936196,243.53854370117188,40896200,AAPL
2025-02-18,243.0905000064508,244.11602908498713,240.7905267294893,243.40911865234375,48822500,AAPL
2025-02-19,243.5982928571997,244.94242536854557,242.10480216065562,243.807373046875,32204200,AAPL
2025-02-20,243.87707690453925,245.70908851524857,243.2298884862767,244.76321411132812,32316900,AAPL
2025-02-21,244.88269415360097,247.61080936192474,244.15586625078134,244.48443603515625,53197400,AAPL
2025-02-24,243.86711335623195,247.7800669312537,243.3593319822528,246.0277099609375,51326400,AAPL
2025-02-25,246.92381259977986,248.91513366913293,243.84722519384715,245.9679718017578,48013300,AAPL
2025-02-26,243.26972892021308,243.91690216055417,238.0922974197643,239.31695556640625,44433600,AAPL
2025-02-27,238.37109275336516,241.40786042901627,236.0312844149354,236.27024841308594,41153600,AAPL
2025-02-28,235.9217631442628,241.03945773883657,229.20105446423008,240.79054260253906,56833400,AAPL
2025-03-03,240.74073286620586,242.97101773746803,235.0853888180174,236.99705505371094,47184000,AAPL
2025-03-04,236.6784633674393,239.02822274747484,233.6615980851158,234.9061737060547,53798100,AAPL
2025-03-05,234.3983766092207,235.5234777567522,228.23523611666363,234.7169952392578,47227600,AAPL
2025-03-06,233.42263965762712,236.82779659290307,232.14819548977783,234.30877685546875,45170400,AAPL
2025-03-07,234.08974000390756,240.32256924437755,233.74125275300776,238.03256225585938,46273600,AAPL
2025-03-10,234.5178647329352,235.13518456664028,223.24699590534985,226.4928436279297,72071200,AAPL
2025-03-11,222.8387656202518,224.8599551431671,216.50636447278404,219.88165283203125,76137400,AAPL
2025-03-12,219.18469713036333,220.78771110845915,213.9773970817033,216.0384063720703,62547500,AAPL
2025-03-13,215.01287598245443,215.899013195213,207.51555384047248,208.77008056640625,61368300,AAPL
2025-03-14,210.3332680009786,213.02154815111564,208.67051688888432,212.5635528564453,60107600,AAPL
2025-03-17,212.3843267022667,214.28604179494317,209.05882446828872,213.0713348388672,48073400,AAPL
2025-03-18,213.23063555765447,214.21632963340127,210.57222410469132,211.7670135498047,42432400,AAPL
2025-03-19,213.2904064715071,217.81069873114322,212.82244479269733,214.3059844970703,54385400,AAPL
2025-03-20,213.0613904363763,216.5462020975973,211.29906714235267,213.17091369628906,48862900,AAPL
2025-03-21,210.6419412957371,217.8903488075446,210.36315756009637,217.3228302001953,94127800,AAPL
2025-03-24,220.04097309502072,220.5188858867363,217.63147647971348,219.7721405029297,44299500,AAPL
2025-03-25,219.81197343150768,223.12752472855482,219.1249652538438,222.77903747558594,34493600,AAPL
2025-03-26,222.5400680439697,224.04352508950674,219.51326687455483,220.56866455078125,34466100,AAPL
2025-03-27,220.4292696466093,224.0136533961419,219.6028696378956,222.87860107421875,37094800,AAPL
2025-03-28,220.7080664246457,222.8387793372666,216.73537546649092,216.9544219970703,39818600,AAPL
2025-03-31,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,AAPL
2025-04-01,218.85612876373423,222.70932997882656,217.95007407622174,222.22146606445312,36412700,AAPL
2025-04-02,220.3595869543347,224.21278818927524,220.06088576879955,222.91842651367188,35905900,AAPL
2025-04-03,204.64805110026137,206.58960121618028,200.37667426890133,202.30825805664062,103419000,AAPL
2025-04-04,193.04863012782926,199.01264249852213,186.52705026060866,187.5625457763672,125910900,AAPL
2025-04-07,176.43103817745248,193.30748067285785,173.86223225537526,180.6725616455078,160466300,AAPL
2025-04-08,185.88981432593783,189.5140179775097,168.47572171547168,171.67178344726562,120859500,AAPL
2025-04-09,171.20381523449285,199.7394480269994,171.14407803694525,197.98709106445312,184395900,AAPL
2025-04-10,188.24954112448538,193.93475416517637,182.20587449762067,189.5936737060547,121880000,AAPL
2025-04-11,185.2924188893916,198.67408279715283,185.2525839628914,197.2901153564453,87435900,AAPL
2025-04-14,210.5224325383335,212.01592310379547,200.28704507843972,201.64114379882812,101352900,AAPL
2025-04-15,200.98403365195668,202.62686743682656,198.93297540670014,201.2628173828125,51343900,AAPL
2025-04-16,197.49921927320653,199.82906121923162,191.5352073519423,193.42697143554688,59732400,AAPL
2025-04-17,196.34424488667963,197.9671763411939,193.5763099497932,196.1251983642578,52164700,AAPL
2025-04-21,192.43131586910098,192.9590147372882,188.98632373298676,192.32179260253906,46742500,AAPL
2025-04-22,195.26892870764283,200.7151927551101,195.11958571249494,198.87322998046875,52976400,AAPL
2025-04-23,205.1060461943045,207.0973670311424,201.9199358938783,203.71212768554688,52929200,AAPL
2025-04-24,204.00088023313933,207.92378505310097,202.0593452871763,207.4657745361328,47311000,AAPL
2025-04-25,205.47445049920006,208.8397878176709,205.30519003897632,208.371826171875,38222300,AAPL
2025-04-28,209.08871177088434,210.5822025692478,206.55974070372147,209.2281036376953,38743100,AAPL
2025-04-29,207.78438836336602,211.31898611202763,207.46576971677675,210.29345703125,36827600,AAPL
2025-04-30,208.39173986928208,212.65316547487808,205.7731479657814,211.57785034179688,52286500,AAPL
2025-05-01,208.1726964341785,213.62891164873253,207.99346964638974,212.39430236816406,57365700,AAPL
2025-05-02,205.19567188008233,206.0917754590827,201.2827333487594,204.45889282226562,101010600,AAPL
2025-05-05,202.21865389928206,203.21431440062256,197.34987465543003,198.02691650390625,69018500,AAPL
2025-05-06,197.3498583398735,199.77925700053618,196.165020010421,197.64854431152344,51216500,AAPL
2025-05-07,198.30570335142838,198.574535944944,192.41139491378883,195.39837646484375,68536700,AAPL
2025-05-08,196.86200854076802,199.18189948520052,193.8351919089676,196.6330108642578,50478900,AAPL
2025-05-09,198.1364339272832,199.6697443694255,196.6827629534363,197.66847229003906,36453900,AAPL
2025-05-12,210.32995926202443,210.6290521628615,206.1227607044075,210.15049743652344,63775800,AAPL
2025-05-13,209.79158118866218,212.75257189298435,208.36592688565332,212.28399658203125,51909300,AAPL
2025-05-14,211.78549375335473,213.29092224655892,209.9411156617564,211.68580627441406,49325800,AAPL
2025-05-15,210.31000386923802,212.31391554357438,208.90427796298633,210.80848693847656,45029500,AAPL
2025-05-16,211.71573318604425,211.92510277199543,209.1335944967917,210.6190643310547,54737900,AAPL
2025-05-19,207.27923550566183,208.84446444770495,203.64029993754312,208.14659118652344,46140500,AAPL
2025-05-20,207.03996203611737,207.83753801206538,204.40797196423648,206.232421875,42496600,AAPL
2025-05-21,204.54755595275296,206.4118779017609,200.10109516487896,201.47689819335938,59211800,AAPL
2025-05-22,200.1010930441042,202.13489740214874,199.0941474443519,200.74911499023438,46742400,AAPL
2025-05-23,193.0824298832746,197.10020219746903,192.8730755135501,194.67758178710938,78432900,AAPL
2025-05-27,197.6983910952664,200.1309909415137,196.83102019804124,199.60260009765625,56288500,AAPL
2025-05-28,199.98143310081724,202.11494001836002,199.2935240345892,199.81195068359375,45339700,AAPL
2025-05-29,202.96236033905296,203.19165828241367,197.90773491315443,199.34336853027344,51396800,AAPL
2025-05-30,198.7651407343476,201.3472946799051,196.18300200128658,200.24066162109375,70819900,AAPL
2025-06-02,199.67238359256916,201.51677709467234,199.51286535414474,201.08807373046875,35423300,AAPL
2025-06-03,200.73914706631285,203.1518034040851,200.35033086337637,202.6533203125,46381600,AAPL
2025-06-04,202.29440469878628,205.6143037964219,201.48686455307688,202.20468139648438,43604000,AAPL
2025-06-05,202.8826044104843,204.12881205428334,199.54276184010462,200.0213165283203,55126100,AAPL
2025-06-06,202.38413874603313,205.07594444547604,201.43702389784912,203.3013458251953,46607700,AAPL
2025-06-09,203.76990423179717,205.3750202901374,199.41316716451473,200.8388214111328,72862600,AAPL
2025-06-10,199.99141796230995,203.73004106569937,199.96151019448254,202.0551300048828,54672600,AAPL
2025-06-11,202.88260699920767,203.8795731269679,197.80805305990708,198.1769256591797,60989900,AAPL
2025-06-12,198.47602627663701,199.07419684911244,196.7612432530472,198.5956573486328,43904600,AAPL
2025-06-13,199.12403626091725,199.76209396079906,195.1062640673262,195.85398864746094,51447300,AAPL
2025-06-16,196.701426450214,198.08720880439395,195.96366601516638,197.81802368164062,43020700,AAPL
2025-06-17,196.60172782081946,197.7881200100286,194.61777485692886,195.0464630126953,38856200,AAPL
2025-06-18,195.34553910938874,196.97059871241268,194.4781834746436,195.9835968017578,45394700,AAPL
2025-06-20,197.63859168364695,201.0880863339216,196.26277341287403,200.3902130126953,96813500,AAPL
