datetime,open,high,low,close,volume,symbol
2024-04-23,163.8587664496344,165.54343166054898,163.4326366212621,165.394775390625,49537800,AAPL
2024-04-24,165.03800691456527,167.77312477902248,164.71099641624178,167.4956512451172,48251800,AAPL
2024-04-25,168.0010494911784,169.07131105182287,166.63349053238153,168.35780334472656,50558300,AAPL
2024-04-26,168.34790327634968,169.79472746518425,167.65420428921547,167.77313232421875,44838400,AAPL
2024-04-29,171.80640930182136,174.44242297655094,171.53885525962073,171.93524169921875,68169400,AAPL
2024-04-30,171.76678225756265,173.41181476528868,168.46681287321124,168.79383850097656,65934800,AAPL
2024-05-01,168.05060587060277,171.1523820898212,167.58484346320657,167.77313232421875,50383100,AAPL
2024-05-02,170.95418315705703,171.85597979307556,169.34879824722077,171.46949768066406,94214900,AAPL
2024-05-03,184.9666483851495,185.313497878847,181.01264278710423,181.7261505126953,163224100,AAPL
2024-05-06,180.7054248623681,182.53873097916653,178.79282331517493,180.07119750976562,78569700,AAPL
2024-05-07,181.79552305097843,183.23244296383282,179.6847430878599,180.75498962402344,77305800,AAPL
2024-05-08,181.20091221961113,181.41892928578648,179.81352951475225,181.09190368652344,45057100,AAPL
2024-05-09,180.91352883975787,182.99459544718977,180.4675903156434,182.90541076660156,48983000,AAPL
2024-05-10,183.48094965782863,183.66949389545601,180.7322193628195,181.64515686035156,50759500,AAPL
2024-05-13,184.01680743143146,185.6640710757596,183.2030934113359,184.85035705566406,72044800,AAPL
2024-05-14,186.0709344816443,186.8548800445926,184.8602962551219,185.99154663085938,52393600,AAPL
2024-05-15,186.46787049037354,189.18683240943687,185.9320062923224,188.26397705078125,70400000,AAPL
2024-05-16,189.00821119957226,189.6333810173086,188.2044300863017,188.38304138183594,52845200,AAPL
2024-05-17,188.05555831413108,189.34558420614056,187.7280891548122,188.4127960205078,41282900,AAPL
2024-05-20,187.87695420764547,190.44707314635468,187.5594028379898,189.57382202148438,44361300,AAPL
2024-05-21,189.62343971650407,191.25085261805762,189.4547462309282,190.873779296875,42309400,AAPL
2024-05-22,190.79438668312676,191.34016861791716,188.80973611420333,189.4348907470703,34648500,AAPL
2024-05-23,189.51429520164533,189.5341459487459,185.19768892080702,185.44577026367188,51005900,AAPL
2024-05-24,187.37088671578107,189.11737394472448,186.59685898409072,188.52197265625,36327000,AAPL
2024-05-28,190.04022981736387,191.51880009814326,187.64873713728954,188.5319061279297,52280100,AAPL
2024-05-29,188.15481585355153,190.7745542503335,188.05557725890648,188.82958984375,53068000,AAPL
2024-05-30,189.2959530014381,190.70505299300459,189.16696101953212,189.82188415527344,49889100,AAPL
2024-05-31,189.9707854632458,191.09211806054816,188.45252874493116,190.77456665039062,75158300,AAPL
2024-06-03,191.41956102246726,193.49353258818425,191.04248767189634,192.5408935546875,50080500,AAPL
2024-06-04,193.1462119125533,193.82100104656786,191.548567440495,192.8584442138672,47471400,AAPL
2024-06-05,193.90039657531312,195.38888482479103,193.37446527183246,194.36679077148438,54156800,AAPL
2024-06-06,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,AAPL
2024-06-07,193.15610745634936,195.42854080055034,192.65002702042116,195.37892150878906,53103900,AAPL
2024-06-10,195.38883614317194,195.7857753291456,190.67529119421684,191.63784790039062,97010200,AAPL
2024-06-11,192.1638033246204,205.57012886730556,192.14396771907968,205.56019592285156,172373300,AAPL
2024-06-12,205.77850209290926,218.51003809526938,205.3121079690946,211.4347686767578,198134300,AAPL
2024-06-13,213.09192677850285,215.08649505325084,209.97602614095345,212.59576416015625,97862700,AAPL
2024-06-14,212.20878551515116,213.5186471242216,209.67835280423736,210.85922241210938,70122700,AAPL
2024-06-17,211.7324642876032,217.26964179829142,211.08745883873982,215.00714111328125,93728300,AAPL
2024-06-18,215.92007781385274,216.95210469802018,211.36530791117931,212.64540100097656,79943300,AAPL
2024-06-20,212.28815296354617,212.59578653831548,207.24715355520107,208.07077026367188,86172500,AAPL
2024-06-21,208.77532033595196,210.26380829361358,205.52049454653314,205.8975830078125,241805100,AAPL
2024-06-24,206.12581247138846,211.0675882243761,205.00448003735443,206.54258728027344,80727000,AAPL
2024-06-25,207.54484206411715,209.75773850908567,207.0089930344414,207.46546936035156,55549700,AAPL
2024-06-26,209.87678837301024,213.21100178687283,209.02338806048346,211.6133575439453,66213200,AAPL
2024-06-27,213.04233172557286,214.0842763709762,210.7202940415425,212.4568634033203,49772700,AAPL
2024-06-28,214.1140398112984,214.41174043740799,208.68601906723538,209.00355529785156,82542700,AAPL
2024-07-01,210.46229254870087,215.84069445328046,210.29359904602236,215.08653259277344,60402900,AAPL
2024-07-02,214.49110775455017,218.68865467979296,213.4491783018458,218.57949829101562,58046200,AAPL
2024-07-03,218.31157833867707,219.8496856689453,217.34902153194005,219.8496856689453,37369800,AAPL
2024-07-05,219.94889718329503,224.71206166235044,219.94889718329503,224.6029052734375,60412400,AAPL
2024-07-08,225.34715532852172,226.1013322692385,221.53662969916704,226.07156372070312,59085900,AAPL
2024-07-09,226.18069804264906,227.63941744293055,224.63267299949706,226.92494201660156,48076100,AAPL
2024-07-10,227.54019053238477,231.29117889263895,227.49057123987387,231.1919403076172,62627700,AAPL
2024-07-11,229.61416127735984,230.60648662367137,224.03729767642758,225.823486328125,64710600,AAPL
2024-07-12,227.1631286162611,230.8545803134063,226.92496506939614,228.77069091796875,53046500,AAPL
2024-07-15,234.66511292556817,235.40935699641528,231.3011303310065,232.60107421875,62631300,AAPL
2024-07-16,233.19646408342908,234.4567215545301,230.54695713829173,233.01785278320312,43234300,AAPL
2024-07-17,227.68907650763262,229.68366039690463,224.90064435415894,227.1234588623047,57345900,AAPL
2024-07-18,228.5126628842939,228.6714385621368,220.5641428905974,222.45947265625,66034600,AAPL
2024-07-19,223.09459660515446,225.0593965950336,221.56640705838353,222.5885009765625,49151500,AAPL
2024-07-22,225.26777593230437,226.03187070395737,221.3778623137636,222.24119567871094,48201800,AAPL
2024-07-23,222.6480544130964,225.19833806517673,220.9710219946754,223.28314208984375,39960300,AAPL
2024-07-24,222.28091212287578,223.07477555165173,215.4636407794466,216.86280822753906,61777600,AAPL
2024-07-25,217.24978234747041,219.15506035064124,212.97286249707204,215.8208465576172,51391200,AAPL
2024-07-26,217.02154248476683,217.80548795978973,214.35218497553956,216.2872314453125,41601300,AAPL
2024-07-29,215.29490356378676,217.61694112977094,214.09418328948692,216.56507873535156,36311800,AAPL
2024-07-30,217.50777956722112,218.63902977566391,214.4613337033208,217.1207733154297,41643800,AAPL
2024-07-31,219.7405227481965,222.10226187087767,218.93674165630796,220.3756103515625,50036300,AAPL
2024-08-01,222.64801239186647,222.7571687754724,215.35443086006643,216.68414306640625,62501000,AAPL
2024-08-02,217.46808032420208,223.86859053089324,216.03914463167754,218.17263793945312,105568600,AAPL
2024-08-05,197.562059997048,211.8614726265992,194.4957781490091,207.6639404296875,119548600,AAPL
2024-08-06,203.72439154098564,208.3783997216886,199.52685967053256,205.6395721435547,69660500,AAPL
2024-08-07,205.31209833985366,212.00037630720823,204.80601788828693,208.20970153808594,63516400,AAPL
2024-08-08,211.47445056104476,212.5560815310077,207.22729938249148,211.67291259765625,47161100,AAPL
2024-08-09,210.47221789303094,215.11629337558463,210.3432107490655,214.5804443359375,42201600,AAPL
2024-08-12,214.65993379251097,218.07747160820446,214.1929998012183,216.1103973388672,38028100,AAPL
2024-08-13,217.58072790378117,220.44193777769505,217.58072790378117,219.82598876953125,44155300,AAPL
2024-08-14,219.13056699635618,221.57450454206742,218.2662343099079,220.27305603027344,41960600,AAPL
2024-08-15,223.13426697458056,223.8793724762866,221.30626328939533,223.25347900390625,46414000,AAPL
2024-08-16,222.45869413327577,225.34970708383625,222.19045191126241,224.57479858398438,44340200,AAPL
2024-08-19,224.2469437652095,224.51518597934856,221.58442566604344,224.41583251953125,40687800,AAPL
2024-08-20,224.29662301984854,225.68748051768907,223.97870407222223,225.0317840576172,30299000,AAPL
2024-08-21,225.04171252806572,226.4921759358446,223.58130467937312,224.9224853515625,34765500,AAPL
2024-08-22,226.30341677619586,226.84983046212884,222.43880384726458,223.064697265625,43695300,AAPL
2024-08-23,224.187342377279,226.73063334528243,222.866020162344,225.35963439941406,38677300,AAPL
2024-08-26,225.28016094798537,225.79677167752968,222.42889539152742,225.69741821289062,30602200,AAPL
2024-08-27,224.52513427640764,227.35654136968387,223.4223774795666,226.54188537597656,35934600,AAPL
2024-08-28,226.43259292076607,228.35993491185639,224.20720569696516,225.01193237304688,38052200,AAPL
2024-08-29,228.59837969678284,231.3999685703833,227.38634017099784,228.29039001464844,51906300,AAPL
2024-08-30,228.68776005113654,228.89638108151303,225.9954391052015,227.50552368164062,52990800,AAPL
2024-09-03,227.05848641015993,227.50554667965343,219.72664341730942,221.3162078857422,50190600,AAPL
2024-09-04,220.21344869061124,220.33266071869627,216.06071952153204,219.4087371826172,43840200,AAPL
2024-09-05,220.1836359939166,224.00850159902006,220.07435325324454,220.92874145507812,36615400,AAPL
2024-09-06,222.4884846157397,223.7700744804958,218.33577084564575,219.37892150878906,48423000,AAPL
2024-09-09,219.37892899374344,219.82598924771256,215.2957503769675,219.4683380126953,67180000,AAPL
2024-09-10,217.49133220778626,220.03462329185413,215.3156216628219,218.67356872558594,51591000,AAPL
2024-09-11,220.01474349397893,221.63409569372266,216.46803428284608,221.2069091796875,44587100,AAPL
2024-09-12,221.04796566036197,222.09111639532034,218.38546260882887,221.3162078857422,37455600,AAPL
2024-09-13,222.12089674811224,222.57788625371046,220.461797151476,221.04794311523438,36766600,AAPL
2024-09-16,215.126845002842,215.80241517960704,212.52394807405793,214.90829467773438,59357400,AAPL
2024-09-17,214.34200737227792,215.48449636527135,213.10016491936787,215.37521362304688,45519300,AAPL
2024-09-18,216.13026348358338,221.25659276615585,216.12031904206836,219.24977111816406,59894900,AAPL
2024-09-19,223.52171975466862,228.32020097310811,223.16406850984052,227.3763885498047,66781300,AAPL
2024-09-20,228.46920754640476,231.56884144729943,226.1345376792504,226.71075439453125,318679900,AAPL
2024-09-23,225.8563523524968,227.95258288382507,224.336338501163,224.99203491210938,54146000,AAPL
2024-09-24,227.15781488965328,227.85325878901892,224.25687274556688,225.88616943359375,43556100,AAPL
2024-09-25,223.462095237407,225.80669443859438,222.55804543582803,224.8927001953125,42308700,AAPL
2024-09-26,225.81665178414175,227.00881759745033,223.9389864593978,226.03521728515625,36636700,AAPL
2024-09-27,226.9690618971705,228.02214184296878,225.8166284941723,226.3034210205078,34026000,AAPL
2024-09-30,228.5387415800987,231.47943115234375,228.1512873446241,231.47943115234375,54541900,AAPL
2024-10-01,228.02216122790813,228.15130254219565,222.27988260723768,224.7337646484375,63285000,AAPL
2024-10-02,224.41582711263038,225.8861642954019,221.56456176324298,225.30001831054688,32880600,AAPL
2024-10-03,223.6707104185886,225.3298099915582,221.86259582618194,224.19725036621094,34044200,AAPL
2024-10-04,226.41269745663615,226.51205091107013,222.66731173997377,225.31988525390625,37245100,AAPL
2024-10-07,223.0349151567562,224.2171516536621,219.8856043654075,220.24325561523438,39505400,AAPL
2024-10-08,222.83622285599392,224.50525191173782,221.79307211654884,224.296630859375,31855700,AAPL
2024-10-09,223.7601370790405,228.25064364916537,223.36275355639287,228.04200744628906,33591100,AAPL
2024-10-10,226.2934858996686,228.00226223679437,225.68746620848788,227.54525756835938,28183500,AAPL
2024-10-11,227.8035664938185,227.9128492283195,225.85635099522128,226.0649871826172,31759200,AAPL
2024-10-14,227.20748901369805,230.21771386522883,227.1081507143634,229.79052734375,39882100,AAPL
2024-10-15,232.08544385770335,235.9401275315396,230.853530735341,232.32388305664062,64751400,AAPL
2024-10-16,230.0885617348273,230.60515724916505,228.34003796565733,230.2673797607422,34082200,AAPL
2024-10-17,231.9066247344228,232.3238971476739,229.0156269629083,230.63497924804688,32993800,AAPL
2024-10-18,234.6386615701971,234.6386615701971,232.4828249974097,233.46636962890625,46431500,AAPL
2024-10-21,232.91995571367772,235.3043021987925,232.91995571367772,234.93670654296875,36254500,AAPL
2024-10-22,232.36364046895116,234.67843677993508,231.0820656392084,234.32078552246094,38846600,AAPL
2024-10-23,232.55238437433343,233.60546433739609,226.27362172475395,229.25404357910156,52287000,AAPL
2024-10-24,228.47914643577636,229.3136761173618,226.91940013747097,229.0653076171875,31109500,AAPL
2024-10-25,228.24072625952675,231.69801159617745,228.07183749564092,229.8998260498047,38802300,AAPL
2024-10-28,231.7973512193415,233.19813797949908,231.032372026897,231.87681579589844,36087100,AAPL
2024-10-29,231.5787930163908,232.80076177889833,230.80388451731673,232.1450653076172,35417200,AAPL
